رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,الملاحظات
28441242,أخرى,أخرى,0,655٫36,0,19/03/2025,مكة المكرمة,الطائف,المحاني,1082,222,صفقة بتمويل
28441197,سكني,قطعة أرض,475100000,400٫00,1187750,19/03/2025,الرياض,الرياض,الرمال,3966,1245,رهن
28441154,أخرى,أخرى,1066851,375٫00,2844,19/03/2025,القصيم,المذنب,المذنب,002096 / 0404 / 0400,199,رهن
28441073,أخرى,أخرى,0,1125٫00,0,19/03/2025,الرياض,الرياض,الشفا,1934,2 / 7 / 1,هبة
28441033,أخرى,أخرى,0,498٫30,0,19/03/2025,الشرقية,الجبيل,الفناتير,ها م / ف3,16,هبة
28441020,أخرى,أخرى,0,1343٫11,0,19/03/2025,مكة المكرمة,الطائف,الرحاب,بدون,بدون,هبة
28440994,تجاري,قطعة أرض,2600000,750٫00,3466,19/03/2025,الرياض,الرياض,النسيم فئة ب,1270,1183,
28440985,أخرى,أخرى,0,523٫91,0,19/03/2025,مكة المكرمة,الطائف,الحلقة الشرقية,6970 / س / 1420هـ,27,هبة/ مشترك أو مشاع
28440972,أخرى,أخرى,0,864٫95,0,19/03/2025,المدينة المنورة,المدينة المنورة,المقر,748 / ت / 1416,100,بيع مرهون
28440961,سكني,بيت,0,98٫42,0,19/03/2025,الشرقية,القطيف,باب الشمال,بدون,بدون,هبة
28440784,تجاري,قطعة أرض,0,660٫00,0,19/03/2025,الشرقية,حفر الباطن,غرناطة,9/ 153,90,هبة
28440762,أخرى,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,7485,صفقة بتمويل
28440618,سكني,قطعة أرض,0,690٫00,0,19/03/2025,عسير,بلقرن,المشايعة,326/ 1439/ ع/ 11,66,هبة
28440617,أخرى,أخرى,0,500٫00,0,19/03/2025,نجران,شروره,خارج حدود الاحياء,6 / ن / ش/1438 / م1 /س/المعدل,3565,صفقة بتمويل
28440584,سكني,قطعة أرض,475100000,393٫75,1206603,19/03/2025,الرياض,الرياض,الرمال,3966,1182,رهن
28440583,أخرى,أخرى,0,11010٫52,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,85,هبة
28440582,أخرى,أخرى,0,10008٫81,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,136,هبة
28440581,أخرى,أخرى,0,10001٫33,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,139,هبة
28440580,أخرى,أخرى,0,923٫80,0,19/03/2025,القصيم,الاسياح,البعيثة,ق / س / 152,692,هبة
28440577,أخرى,أخرى,0,10003٫56,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,138,هبة
28440568,أخرى,أخرى,0,10000٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,137,هبة
28440561,أخرى,أخرى,0,10001٫05,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,143,هبة
28440554,أخرى,أخرى,0,10009٫32,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,142,هبة
28440539,أخرى,أخرى,0,10172٫88,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,61,هبة
28440538,أخرى,أخرى,0,10735٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,62,هبة
28440536,أخرى,أخرى,0,10207٫42,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,63,هبة
28440531,أخرى,أخرى,0,10735٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,64,هبة
28440522,أخرى,أخرى,0,10862٫81,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,1,هبة
28440486,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,115,هبة
28440484,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,116,هبة
28440481,أخرى,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,6978,صفقة بتمويل
28440478,أخرى,أخرى,0,650٫00,0,19/03/2025,الرياض,الرياض,الملقا,3360,213,فرز/دمج
28440457,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,117,هبة
28440449,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,119,هبة
28440444,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,120,هبة
28440443,سكني,قطعة أرض,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,1044,رهن
28440440,أخرى,أخرى,0,10605٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,121,هبة
28440434,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,118,هبة
28440421,سكني,قطعة أرض,475100000,400٫00,1187750,19/03/2025,الرياض,الرياض,الرمال,3966,1036,رهن
28440420,أخرى,أخرى,0,11310٫59,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,2,هبة
28440413,أخرى,أخرى,0,10060٫34,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,122,هبة
28440412,أخرى,أخرى,0,10221٫32,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,3,هبة
28440407,أخرى,أخرى,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,1099,رهن
28440397,أخرى,أخرى,0,10658٫93,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,4,هبة
28440396,تجاري,قطعة أرض,0,800٫00,0,19/03/2025,الشرقية,حفر الباطن,الأندلس,25/ 1417,1053,هبة
28440395,أخرى,أخرى,0,10108٫63,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,5,هبة
28440394,سكني,قطعة أرض,0,539٫00,0,19/03/2025,الشرقية,حفر الباطن,اليرموك,9/ 145,229,هبة
28440392,أخرى,أخرى,0,10574٫81,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,6,هبة
28440372,أخرى,أخرى,0,10019٫07,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,7,هبة
28440371,أخرى,أخرى,0,10682٫01,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,8,هبة
28440365,أخرى,أخرى,0,12623٫01,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,99,هبة
28440359,أخرى,أخرى,0,11918٫56,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,9,هبة
28440346,أخرى,أخرى,0,10001٫58,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,124,هبة
28440345,أخرى,أخرى,0,12816٫15,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,100,هبة
28440343,أخرى,أخرى,0,10535٫30,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,129,هبة
28440337,أخرى,أخرى,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,1081,رهن
28440328,أخرى,أخرى,0,10395٫76,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,127,هبة
28440323,أخرى,أخرى,0,10001٫87,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,130,هبة
28440307,أخرى,أخرى,0,200٫00,0,19/03/2025,عسير,خميس مشيط,التضامن,210 / 1405 / ج / 2,2267  /  1,هبة
28440306,أخرى,أخرى,0,10676٫44,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,131,هبة
28440304,أخرى,أخرى,0,10066٫60,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,135,هبة
28440290,أخرى,أخرى,0,11001٫54,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,132,هبة
28440272,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,109,هبة
28440258,أخرى,أخرى,0,10811٫83,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,133,هبة
28440257,أخرى,أخرى,0,263٫25,0,19/03/2025,المدينة المنورة,المدينة المنورة,حى المبعوث,599 / ت / 1413,22,هبة/ مشترك أو مشاع
28440243,أخرى,أخرى,0,10358٫31,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,10,هبة
28440240,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,111,هبة
28440235,سكني,قطعة أرض,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,285,رهن
28440233,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,112,هبة
28440226,أخرى,أخرى,0,16342٫54,0,19/03/2025,الرياض,المزاحميه,بدون,201 الواقعة فى وادى الاوسط,77,هبة
28440225,أخرى,أخرى,0,5978٫20,0,19/03/2025,الرياض,المزاحميه,بدون,201 الواقعة فى وادى الاوسط,62,هبة
28440223,سكني,قطعة أرض,475100000,400٫00,1187750,19/03/2025,الرياض,الرياض,الرمال,3966,276,رهن
28440221,أخرى,أخرى,0,656٫04,0,19/03/2025,مكة المكرمة,مكة المكرمة,النسيم,1 / 21 / 31 / أ/1,1749,هبة
28440215,أخرى,أخرى,0,10030٫00,0,19/03/2025,الرياض,المزاحميه,بدون,577 وادى الاوسط,110,هبة
28440210,أخرى,أخرى,0,11904٫96,0,19/03/2025,الرياض,المزاحميه,بدون,201 الواقعة فى وادى الاوسط,88 / أ,هبة
28440206,أخرى,أخرى,0,227٫82,0,19/03/2025,مكة المكرمة,جده,النجمة,244 / ج / س,119 / 1 / ي / 1,هبة/ مشترك أو مشاع
28440199,أخرى,أخرى,0,10099٫04,0,19/03/2025,الرياض,المزاحميه,بدون,201 الواقعة فى وادى الاوسط,88 / ب,هبة
28440196,سكني,قطعة أرض,1400000,400٫00,3500,19/03/2025,الرياض,الرياض,الربوة,720,31,
28440190,أخرى,أخرى,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,230,رهن
28440175,أخرى,فيلا,0,249٫55,0,19/03/2025,الشرقية,الدمام,الإسكان الجنوبي,188 / 4 / س المعدل,7674,صفقة بتمويل
28440169,أخرى,أخرى,0,501٫00,0,19/03/2025,مكة المكرمة,مكة المكرمة,شعب عامر الجديد,1 / 7 / 119 / د/س المعدل,592,صفقة بتمويل
28440137,أخرى,أخرى,0,38٫29,0,19/03/2025,مكة المكرمة,الطائف,الشطبة,54,383,هبة/ مشترك أو مشاع
28440101,أخرى,فيلا,0,297٫00,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,7183,صفقة بتمويل
28440094,أخرى,أخرى,0,975٫00,0,19/03/2025,الرياض,الرياض,العزيزية,2245,1,فرز/دمج
28440085,أخرى,أخرى,0,393٫75,0,19/03/2025,الرياض,الرياض,العزيزية,2245,بدون,فرز/دمج
28440083,سكني,شقة,525000,102٫05,5144,19/03/2025,الشرقية,الدمام,السيف,ش د 1450,11 / 2,
28440076,أخرى,أخرى,0,656٫04,0,19/03/2025,مكة المكرمة,مكة المكرمة,النسيم,1 / 21 / 31 / أ/1,1748,هبة
28440061,أخرى,أخرى,0,123٫50,0,19/03/2025,المدينة المنورة,المدينة المنورة,حى المبعوث,599 / ت / 1413,22,هبة/ مشترك أو مشاع
28440053,سكني,شقة,300000,125٫64,2387,19/03/2025,مكة المكرمة,جده,مريخ,433/ ج/ س,1/1,
28440051,أخرى,أخرى,0,138٫37,0,19/03/2025,الرياض,الرياض,العزيزية,2245,بدون,فرز/دمج
28440003,أخرى,أخرى,0,661٫85,0,19/03/2025,مكة المكرمة,مكة المكرمة,النسيم,1 / 21 / 31 / أ/1,1747,هبة
28439994,أخرى,فيلا,0,216٫88,0,19/03/2025,الشرقية,الاحساء,بدون,ش / ح / 1147/ 4 / س / المعدل,7634,صفقة بتمويل
28439989,أخرى,فيلا,0,222٫76,0,19/03/2025,الشرقية,الاحساء,بدون,ش / ح / 1147/ 4 / س / المعدل,7535,صفقة بتمويل
28439977,أخرى,أخرى,0,49٫99,0,19/03/2025,مكة المكرمة,الطائف,نخب,285,28,هبة/ مشترك أو مشاع
28439976,أخرى,أخرى,0,49٫99,0,19/03/2025,مكة المكرمة,الطائف,نخب,285,28,هبة/ مشترك أو مشاع
28439975,أخرى,أخرى,0,49٫99,0,19/03/2025,مكة المكرمة,الطائف,نخب,285,28,هبة/ مشترك أو مشاع
28439974,أخرى,أخرى,0,49٫99,0,19/03/2025,مكة المكرمة,الطائف,نخب,285,28,هبة/ مشترك أو مشاع
28439932,تجاري,قطعة أرض,1300000,840٫00,1547,19/03/2025,عسير,ابها,الشرقية,1013 / 1424هـ / ع / 1,165,
28439909,سكني,شقة,460000,127٫48,3608,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,2/أ,
28439899,أخرى,أخرى,0,659٫87,0,19/03/2025,مكة المكرمة,الطائف,المحاني,1082,282,صفقة بتمويل
28439896,أخرى,أخرى,0,661٫85,0,19/03/2025,مكة المكرمة,مكة المكرمة,النسيم,1 / 21 / 31 / أ/1,1746,هبة
28439893,سكني,قطعة أرض,45000,709٫50,0,19/03/2025,الحدود الشمالية,عرعر,ضاحية الملك فهد,14/ ظ/ ع/ 1421,571/أ,رهن
28439860,تجاري,قطعة أرض,1785210,826٫00,2161,19/03/2025,المدينة المنورة,المدينة المنورة,العاقول منطقة تيم مخطط احمد حمدان البلوى,م/ م/ 1031/ 1431,38,رهن
28439833,سكني,قطعة أرض,3404993,630٫00,5404,19/03/2025,الرياض,الرين,بدون,881 مركز الحصاه,396,رهن
28439831,سكني,قطعة أرض,646400,404٫60,1597,19/03/2025,مكة المكرمة,مكة المكرمة,السلامة,ك ك 1 / 26 / 29,189,
28439826,أخرى,أخرى,0,600٫00,0,19/03/2025,المدينة المنورة,الحناكية,جنوب مخطط الأمتداد الجنوبى,947 / و,1084,هبة
28439816,أخرى,أخرى,0,1495٫51,0,19/03/2025,عسير,البشائر,المروة,200 / 1442 / ع / 17,133 / 2,هبة
28439814,أخرى,أخرى,0,659٫87,0,19/03/2025,مكة المكرمة,الطائف,المحاني,1082,284,صفقة بتمويل
28439790,سكني,قطعة أرض,12000,688٫80,17,19/03/2025,الشرقية,حفر الباطن,السلمانية,ش / ر / 348 / ح/1445هـ,612,
28439779,أخرى,أخرى,0,903٫18,0,19/03/2025,مكة المكرمة,مكة المكرمة,النسيم,1 / 21 / 31 / أ/1,1745,هبة
28439765,سكني,قطعة أرض,1103445,700٫00,1576,19/03/2025,الرياض,الدوادمي,بدون,14 الواقع فى هجرة الرفاع,159,رهن
28439758,أخرى,فيلا,0,297٫00,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,3509,صفقة بتمويل
28439744,سكني,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,3802,صفقة بتمويل
28439740,سكني,قطعة أرض,705979,600٫00,1176,19/03/2025,عسير,خميس مشيط,النور,348 / 1412 / ج / 2,812,رهن
28439737,أخرى,شقة,0,111٫61,0,19/03/2025,الرياض,الرياض,الجنادرية,2688,1 / 1,هبة
28439723,سكني,شقة,390000,130٫81,2981,19/03/2025,مكة المكرمة,جده,الواحة,218 / ج / س,2 / أ,
28439718,أخرى,شقة,0,116٫98,0,19/03/2025,الرياض,الرياض,الجنادرية,2688,2 / 1,هبة
28439695,أخرى,شقة,0,158٫51,0,19/03/2025,الرياض,الرياض,الجنادرية,2688,1 / ح1,هبة
28439675,أخرى,شقة,0,102٫49,0,19/03/2025,الرياض,الرياض,الجنادرية,2688,3 / 1,هبة
28439673,أخرى,فيلا,0,297٫00,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,3959,صفقة بتمويل
28439662,سكني,قطعة أرض,137942,600٫00,229,19/03/2025,مكة المكرمة,مكة المكرمة,مخطط ولى العهد 9 جزء ب,1 / 7 / 119 / ب,826,
28439630,سكني,قطعة أرض,190000,640٫00,296,19/03/2025,جيزان,ابو عريش,رح ابوعريش,153,513 / 6,
28439622,سكني,قطعة أرض,1408392,640٫00,2200,19/03/2025,جيزان,ابو عريش,بدون,153,521 / 8,رهن
28439614,أخرى,شقة,0,213٫73,0,19/03/2025,جيزان,ابو عريش,الورود,198,2 / 3,هبة
28439611,أخرى,فيلا,0,372٫90,0,19/03/2025,جيزان,ابو عريش,الورود,198,3101,هبة
28439610,سكني,شقة,510000,214٫95,2372,19/03/2025,مكة المكرمة,جده,ام السلم,363/ ج/ س,2/2,
28439604,أخرى,فيلا,0,372٫90,0,19/03/2025,جيزان,ابو عريش,الورود,198,3088,هبة
28439603,سكني,قطعة أرض,2204878,975٫61,2260,19/03/2025,الشرقية,الدمام,الشعلة,ش د 1353,194,
28439602,أخرى,أخرى,0,862٫90,0,19/03/2025,مكة المكرمة,مكة المكرمة,النسيم,1 / 21 / 31 / أ/1,1744,هبة
28439601,أخرى,شقة,0,213٫73,0,19/03/2025,جيزان,ابو عريش,الورود,198,1 / 4,هبة
28439597,أخرى,أخرى,0,400٫00,0,19/03/2025,الشرقية,الاحساء,مخطط حرض,4 / 236م,335,هبة
28439593,سكني,شقة,495000,110٫42,4482,19/03/2025,الشرقية,الدمام,السيف,ش د 1450,2 / 2,
28439590,أخرى,وحدة عقارية,0,379٫11,0,19/03/2025,الرياض,الخرج,البدع,548,2,هبة
28439588,أخرى,شقة,0,213٫73,0,19/03/2025,جيزان,ابو عريش,الورود,198,2 / 2,هبة
28439584,تجاري,قطعة أرض,444960,988٫80,450,19/03/2025,القصيم,بريده,التيسير,ق / ب / 6722,775,
28439577,أخرى,شقة,0,292٫60,0,19/03/2025,جيزان,ابو عريش,الورود,198,1 / أ,هبة
28439575,أخرى,شقة,0,213٫73,0,19/03/2025,جيزان,ابو عريش,الورود,198,1 / 2,هبة
28439574,سكني,فيلا,1000000,444٫15,2251,19/03/2025,الرياض,الرياض,لبن,2351,1/أ,
28439563,أخرى,شقة,0,213٫73,0,19/03/2025,جيزان,ابو عريش,الورود,198,1 / 3,هبة
28439558,سكني,قطعة أرض,75000,499٫94,150,19/03/2025,القصيم,بريده,القصيعة,ق / ب / 6806,48,
28439542,سكني,شقة,490000,135٫84,3607,19/03/2025,مكة المكرمة,جده,الريان,260/ ب,1/أ,
28439533,أخرى,شقة,0,213٫73,0,19/03/2025,جيزان,ابو عريش,الورود,198,2 / 1,هبة
28439500,أخرى,شقة,0,213٫73,0,19/03/2025,جيزان,ابو عريش,الورود,198,2 / 4,هبة
28439496,أخرى,أخرى,0,437٫50,0,19/03/2025,الشرقية,الاحساء,الراشدية الأول,4 / 126,574 / ج,هبة/ مشترك أو مشاع
28439492,أخرى,أخرى,797500,639٫55,1246,19/03/2025,الرياض,الخرج,اليرموك,1548,1576,رهن
28439475,تجاري,قطعة أرض,2000000,3870٫00,516,19/03/2025,عسير,ابها,الشرقية,1013 / 1424هـ / ع / 1,1145 / أ,
28439470,أخرى,شقة,0,250٫12,0,19/03/2025,جيزان,ابو عريش,الورود,198,1 / ح1,هبة
28439469,أخرى,أخرى,15000000,1838٫16,8160,19/03/2025,الرياض,الرياض,المشاعل,3227,71,رهن
28439461,أخرى,شقة,0,213٫73,0,19/03/2025,جيزان,ابو عريش,الورود,198,1 / 1,هبة
28439448,سكني,شقة,550000,211٫88,2595,19/03/2025,المدينة المنورة,المدينة المنورة,حمراء الاسد / هـ,1 / ف / 1411,1 / أ,
28439417,سكني,قطعة أرض,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,248,رهن
28439403,سكني,شقة,640000,159٫74,4006,19/03/2025,الرياض,الرياض,العريجاء الغربي,2949,4 / 1,
28439379,سكني,قطعة أرض,750000,780٫00,0,19/03/2025,الرياض,الخرج,المروه,651,567,رهن
28439366,أخرى,أخرى,503834,533٫00,945,19/03/2025,مكة المكرمة,الطائف,العرفاء الغربية,2530,43,صفقة بتمويل
28439337,أخرى,أخرى,700900,349٫50,2005,19/03/2025,القصيم,قصيباء,الورود,7 / ق,194  /  1,رهن
28439329,سكني,قطعة أرض,1209600,576٫00,2100,19/03/2025,المدينة المنورة,المدينة المنورة,وادي مذينب,م-م-1062,154 / 12 / 11,
28439322,تجاري,قطعة أرض,2505313,663٫60,3775,19/03/2025,الرياض,الرياض,المنصورة (خنشليلة),2303,244,
28439315,سكني,شقة,480000,129٫52,3705,19/03/2025,مكة المكرمة,جده,المروة,624 / ج / س,2 / 2,
28439310,سكني,قطعة أرض,986610,328٫87,3000,19/03/2025,الرياض,الرياض,الجنادرية,3680,493,
28439302,تجاري,قطعة أرض,0,437٫50,0,19/03/2025,الشرقية,الخبر,الشراع,2 / 92,669 / 1 / أ,هبة
28439299,سكني,بيت,300000,100٫00,3000,19/03/2025,الرياض,الرياض,سكيرينة,بدون,بدون,
28439289,أخرى,أخرى,0,510٫00,0,19/03/2025,نجران,نجران,العزيزية,2 / ن / ح / 1425/المعدل/س,2178,صفقة بتمويل
28439282,سكني,قطعة أرض,2250000,837٫00,2688,19/03/2025,مكة المكرمة,مكة المكرمة,مخطط الامير احمد بالرصيفة,1 / 29 / 7 المعدل,867,
28439280,سكني,قطعة أرض,900000,704٫00,1278,19/03/2025,الرياض,المزاحميه,نواره,352,892,
28439249,أخرى,أخرى,0,744٫86,0,19/03/2025,الباحة,الباحه,البساتين,756192 / 4153 / 014001153,2,هبة/ مشترك أو مشاع
28439246,أخرى,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,7547,صفقة بتمويل
28439236,أخرى,فيلا,0,225٫66,0,19/03/2025,الشرقية,الاحساء,بدون,ش / ح / 1147/ 4 / س / المعدل,5747,صفقة بتمويل
28439235,أخرى,أخرى,0,319٫15,0,19/03/2025,مكة المكرمة,جده,طيبة,197 / ب,230 / 2,هبة
28439234,سكني,قطعة أرض,270000,600٫00,450,19/03/2025,القصيم,بريده,التيسير,ق / ب / 6722,774,
28439228,سكني,قطعة أرض,101000,425٫96,237,19/03/2025,المدينة المنورة,المدينة المنورة,السكب,م-م-1113,34,
28439220,أخرى,أخرى,0,150٫00,0,19/03/2025,عسير,خميس مشيط,مخطط غرب طريق وادى بن هشبل,210 / 1405 / ج / 2,3761,هبة/ مشترك أو مشاع
28439200,سكني,قطعة أرض,450000,342٫00,1315,19/03/2025,الرياض,الرياض,الغنامية,3258,206/75,
28439193,سكني,شقة,480000,129٫52,3705,19/03/2025,مكة المكرمة,جده,المروة,624 / ج / س,2 / أ,
28439189,أخرى,فيلا,0,217٫26,0,19/03/2025,الشرقية,الاحساء,بدون,ش / ح / 1147/ 4 / س / المعدل,7319,صفقة بتمويل
28439178,سكني,قطعة أرض,105000,451٫95,232,19/03/2025,المدينة المنورة,المدينة المنورة,السكب,م-م-1113,85,
28439172,تجاري,قطعة أرض,18500000,7774٫66,2379,19/03/2025,الرياض,الرياض,المصانع,3085,عدد العقارات 10-2663-2660-2667-2662-2669-2661-2665-2666-2664-2668,
28439166,أخرى,أخرى,0,369٫83,0,19/03/2025,القصيم,رياض الخبراء,القرين,بدون,10,هبة/ مشترك أو مشاع
28439165,أخرى,أخرى,0,369٫83,0,19/03/2025,القصيم,رياض الخبراء,القرين,بدون,10,هبة/ مشترك أو مشاع
28439157,أخرى,أخرى,0,270٫00,0,19/03/2025,الرياض,الرياض,النهضة,1353 / أ,3959 / أ / 1,هبة/ مشترك أو مشاع
28439156,أخرى,أخرى,0,270٫00,0,19/03/2025,الرياض,الرياض,النهضة,1353 / أ,3959 / أ / 1,هبة/ مشترك أو مشاع
28439143,أخرى,فيلا,0,222٫76,0,19/03/2025,الشرقية,الاحساء,بدون,ش / ح / 1147/ 4 / س / المعدل,5241,صفقة بتمويل
28439142,أخرى,أخرى,0,744٫86,0,19/03/2025,الباحة,الباحه,البساتين,756192 / 4153 / 014001153,1,هبة/ مشترك أو مشاع
28439136,سكني,قطعة أرض,500000,559٫20,894,19/03/2025,حايل,حائل,الزبارة,بدون,بدون,
28439110,سكني,قطعة أرض,101000,415٫66,242,19/03/2025,المدينة المنورة,المدينة المنورة,السكب,م-م-1113,36,
28439109,أخرى,أخرى,0,9150٫00,0,19/03/2025,الباحة,المندق,مسير,بدون,بدون,هبة
28439106,سكني,قطعة أرض,681000,300٫00,2270,19/03/2025,الرياض,الرياض,النظيم,3968,7379 / 3 / 1,
28439098,أخرى,أخرى,0,892٫00,0,19/03/2025,الرياض,مرات,النخيل,1002,59,هبة
28439092,أخرى,فيلا,0,296٫95,0,19/03/2025,الرياض,الرياض,بدون,710106048393 / س,3761,صفقة بتمويل
28439045,سكني,قطعة أرض,1237096,315٫00,3927,19/03/2025,الرياض,عفيف,حى غرناطة,863,1299 / 2,رهن
28439031,أخرى,أخرى,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,211,رهن
28439004,سكني,قطعة أرض,107000,484٫00,221,19/03/2025,المدينة المنورة,المدينة المنورة,السكب,م-م-1113,66,
28439003,أخرى,أخرى,953064,597٫42,1595,19/03/2025,المدينة المنورة,المدينة المنورة,شوران فى منطقة الهجرة مخطط حمد عبدالله المحيسن,م / م / 1052 / 1432,15 / 2 / 2,رهن
28438974,سكني,قطعة أرض,0,84٫45,0,19/03/2025,الرياض,الرياض,الخالدية,بدون,بدون,هبة
28438955,سكني,قطعة أرض,101783,426٫22,238,19/03/2025,المدينة المنورة,المدينة المنورة,السكب,م-م-1113,31,
28438948,أخرى,فيلا,1450000,482٫88,3002,19/03/2025,مكة المكرمة,مكة المكرمة,المسيال الجديد,1 / 7 / 116 / المعدل,2521,صفقة بتمويل
28438942,سكني,قطعة أرض,1158408,373٫68,3100,19/03/2025,مكة المكرمة,جده,الشراع,438 / ب / المعدل,157  /  5  /  7,
28438941,أخرى,أخرى,0,264٫50,0,19/03/2025,مكة المكرمة,مكة المكرمة,الشوقية,1 / 7 / 64 / أ,2032,هبة
28438929,تجاري,قطعة أرض,444960,988٫80,450,19/03/2025,القصيم,بريده,التيسير,ق / ب / 6722,773,
28438922,سكني,شقة,400000,253٫48,1578,19/03/2025,مكة المكرمة,مكة المكرمة,الحسينية القرعاء,2 / 1627,1 / ح1,
28438920,أخرى,أخرى,0,52250٫00,0,19/03/2025,الجوف,سكاكا,الزراعى,363 فى / 1 / 8 / 1409,5,هبة
28438888,سكني,قطعة أرض,475100000,375٫00,1266933,19/03/2025,الرياض,الرياض,الرمال,3966,267,رهن
28438884,سكني,قطعة أرض,2100000,484٫00,0,19/03/2025,الرياض,الرياض,بدون,اسكان الجزيره,5 / 61 / 402,رهن
28438880,سكني,بيت,0,153٫96,0,19/03/2025,الرياض,الخرج,العزيزية,70,بدون,هبة
28438879,أخرى,أخرى,0,530٫00,0,19/03/2025,الباحة,المخواة,المثلث,404,155,هبة
28438870,أخرى,أخرى,0,274٫85,0,19/03/2025,الجوف,دومة الجندل,الغدير,18 / 4 / 2 / 1423 الجزء أ,2373,هبة/ مشترك أو مشاع
28438869,أخرى,أخرى,2375000,750٫00,0,19/03/2025,الرياض,الرياض,النسيم فئة ب,1270,1183,فك رهن
28438866,سكني,قطعة أرض,1000000,864٫00,1157,19/03/2025,مكة المكرمة,جده,القرينية,101 / ب / 1400,27,
28438854,سكني,قطعة أرض,1785000,1050٫00,1700,19/03/2025,الرياض,الرياض,النظيم,4027,مستودع / 48,
